codigo_ocorrencia2;aeronave_matricula;aeronave_tipo_equipamento;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;anv_motor_qtd;anv_motor_descricao_qtd;aeronave_pmd;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
83887;PTITY;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;1;MONOMOTOR;1814;1;1972;BRASIL;BRASIL;CANELA;SALGADO FILHO;POUSO;PRIVADA;NENHUM;0
83886;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83885;PRPJN;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61500;143;2019;BRASIL;BRASIL;CAMPO GRANDE;VIRACOPOS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
83884;PSAEM;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61500;143;2022;BRASIL;BRASIL;TANCREDO NEVES;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
83883;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83882;PRAXS;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2013;BRASIL;BRASIL;VIRACOPOS;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;DECOLAGEM;REGULAR;NENHUM;0
83881;PSLBF;AVIÃO;AIRBUS INDUSTRIE;A321-271NX;A21N;JATO;2;BIMOTOR;89000;0;2023;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;CATARATAS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
83880;PTFCC;AVIÃO;EMBRAER;EMB-500;E50P;JATO;2;BIMOTOR;4750;7;2009;BRASIL;BRASIL;SANTA GENOVEVA/GOIÂNIA;Aeroporto Regional de Pato Branco;DECOLAGEM;NÃO REGULAR;NENHUM;0
83879;PRGXC;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;199;2013;BRASIL;BRASIL;TANCREDO NEVES;CARAJÁS;POUSO;REGULAR;NENHUM;0
83878;PRAUE;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;0;2014;BRASIL;BRASIL;EDUARDO GOMES;TABATINGA;POUSO;REGULAR;NENHUM;0
83877;PRXBA;AVIÃO;AIRBUS;A320-271N;A320;JATO;2;BIMOTOR;79000;183;2019;BRASIL;BRASIL;EDUARDO GOMES;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
83876;PRXBF;AVIÃO;AIRBUS S.A.S.;A320-271N;A20N;JATO;2;BIMOTOR;79000;182;2019;BRASIL;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;SENADOR PETRÔNIO PORTELLA;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
83875;PRYYJ;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;2;BIMOTOR;77000;173;2017;BRASIL;BRASIL;SALGADO FILHO;TANCREDO NEVES;DECOLAGEM;REGULAR;NENHUM;0
83874;PTMXO;AVIÃO;AIRBUS;A321-231;A321;JATO;2;BIMOTOR;89000;235;2014;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;SANTA GENOVEVA/GOIÂNIA;POUSO;REGULAR;NENHUM;0
83873;PRAQJ;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;23000;75;2013;BRASIL;BRASIL;GOVERNADOR ALUÍZIO ALVES;GUARARAPES - GILBERTO FREYRE;CRUZEIRO;REGULAR;NENHUM;0
83872;PRWRV;AVIÃO;CESSNA AIRCRAFT;210L;C210;PISTÃO;1;MONOMOTOR;1724;6;1973;BRASIL;BRASIL;MARECHAL RONDON;ARAPONGAS;CRUZEIRO;PRIVADA;NENHUM;0
83871;PRYYD;AVIÃO;AIRBUS;A320-251N;A20N;JATO;2;BIMOTOR;77000;173;2017;BRASIL;BRASIL;ATLAS BRASIL CANTANHEDE;EDUARDO GOMES;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
83870;PRMHZ;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2008;BRASIL;BRASIL;SALGADO FILHO;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;NENHUM;0
83869;PRTYL;AVIÃO;AIRBUS S.A.S.;A320-214;A320;JATO;2;BIMOTOR;78000;189;2015;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;PREFEITO RENATO MOREIRA;POUSO;REGULAR;NENHUM;0
83868;PTTMG;AVIÃO;AIRBUS;A319-132;A319;JATO;2;BIMOTOR;75500;154;2011;BRASIL;BRASIL;PORTO SEGURO;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
83867;PRMBG;AVIÃO;AIRBUS;A320-232;A320;JATO;2;BIMOTOR;75500;182;2001;BRASIL;BRASIL;EDUARDO GOMES;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;INSPEÇÃO DE TRÂNSITO/INTERVOO;REGULAR;NENHUM;0
83866;PRAXF;AVIÃO;EMBRAER;ERJ 190-200 LR;E190;JATO;2;BIMOTOR;52290;125;2012;BRASIL;BRASIL;AFONSO PENA;MARECHAL RONDON;POUSO;REGULAR;NENHUM;0
83865;PRAXN;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2012;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;TANCREDO NEVES;DECOLAGEM;REGULAR;NENHUM;0
83864;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83863;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83862;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83860;PRSDQ;AVIÃO;BOEING;737-3M8;B733;JATO;2;BIMOTOR;63276;157;1989;BRASIL;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;GOVERNADOR ANDRÉ FRANCO MONTORO;ESTACIONAMENTO;REGULAR;NENHUM;0
83859;PRAJY;AVIÃO;BOEING;737-48E;737;JATO;2;BIMOTOR;65090;192;NULL;BRASIL;BRASIL;VIRACOPOS;EDUARDO GOMES;DECOLAGEM;REGULAR;NENHUM;0
83858;CP3205;AVIÃO;PILATUS;PC-12;PC12;TURBOÉLICE;1;MONOMOTOR;4100;0;0;BOLÍVIA;BOLÍVIA;SANTA GENOVEVA/GOIÂNIA;EXTERIOR;CRUZEIRO;PRIVADA;NENHUM;0
83857;PRATW;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;23000;75;2012;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;FERNANDO DE NORONHA;POUSO;REGULAR;NENHUM;0
83856;PRTYF;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2013;BRASIL;BRASIL;MINISTRO VICTOR KONDER;CONGONHAS;TÁXI;REGULAR;NENHUM;0
83855;PRGUE;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;193;2010;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
83854;PSFBS;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;1;MONOMOTOR;3995;10;0;BRASIL;BRASIL;FAZENDA 7 REIS;Comandante Rolim Adolfo Amaro;APROXIMAÇÃO FINAL;PRIVADA;LEVE;0
83853;PSLBI;AVIÃO;AIRBUS INDUSTRIE;A321-271NX;A21N;JATO;2;BIMOTOR;89000;0;2023;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;SALGADO FILHO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
83852;PSGPF;AVIÃO;BOEING;737-8 MAX;B38M;JATO;2;BIMOTOR;82190;0;2018;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;REGULAR;NENHUM;0
83851;PRNIS;HELICÓPTERO;EUROCOPTER;EC 130 B4;EC30;TURBOEIXO;1;MONOMOTOR;2427;7;2008;BRASIL;BRASIL;JACAREPAGUÁ;PORTO FRADE;CRUZEIRO;PRIVADA;NENHUM;0
83850;PRFEP;AVIÃO;CESSNA AIRCRAFT;550 BRAVO;C550;JATO;2;BIMOTOR;6713;10;1998;BRASIL;BRASIL;Comandante Rolim Adolfo Amaro;SOROCABA;CRUZEIRO;NÃO REGULAR;LEVE;0
83844;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83843;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83842;CCBGK;AVIÃO;BOEING;B789;B789;JATO;2;BIMOTOR;254692;0;2016;CHILE;CHILE;PINTO MARTINS;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;LEVE;0
83841;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83840;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83839;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83838;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83837;PTMXH;AVIÃO;AIRBUS;A321-231;A321;JATO;2;BIMOTOR;89000;232;2011;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;REGULAR;LEVE;0
83836;PRXMO;AVIÃO;BOEING;737-8 MAX;B38M;JATO;2;BIMOTOR;82190;0;2021;BRASIL;BRASIL;PORTO SEGURO;GOVERNADOR ANDRÉ FRANCO MONTORO;INSPEÇÃO DE TRÂNSITO/INTERVOO;REGULAR;NENHUM;0
83835;PRSDL;AVIÃO;BOEING;737-3S3;B733;JATO;2;BIMOTOR;63276;6;1988;BRASIL;BRASIL;DEPUTADO LUÍS EDUARDO MAGALHÃES;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
83834;PTTMT;AVIÃO;AIRBUS S.A.S.;A319-132;A319;JATO;2;BIMOTOR;70000;153;2004;BRASIL;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;SENADOR PETRÔNIO PORTELLA;POUSO;REGULAR;NENHUM;0
83833;PRGUI;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;79015;187;2011;BRASIL;BRASIL;DEPUTADO LUÍS EDUARDO MAGALHÃES;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
83832;PSGPF;AVIÃO;BOEING;737-8 MAX;B38M;JATO;2;BIMOTOR;82190;0;2018;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;REGULAR;NENHUM;0
83831;PRHNG;AVIÃO;BOMBARDIER;BD-100-1A10;CL30;JATO;2;BIMOTOR;17460;11;0;BRASIL;BRASIL;MINISTRO VICTOR KONDER;SÃO PAULO CATARINA AEROPORTO EXECUTIVO;INSPEÇÃO DE TRÂNSITO/INTERVOO;NÃO REGULAR;NENHUM;0
83830;PRAKO;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;0;SEM TRAÇÃO;22000;0;2021;BRASIL;BRASIL;AFONSO PENA;Aeroporto Regional de Pato Branco;POUSO;REGULAR;NENHUM;0
83829;PPITY;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;1;MONOMOTOR;3969;11;1996;BRASIL;BRASIL;CANELA;SALGADO FILHO;APROXIMAÇÃO FINAL;TÁXI AÉREO;NENHUM;0
83828;PRMYW;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2012;BRASIL;BRASIL;CONGONHAS;AFONSO PENA;POUSO;REGULAR;NENHUM;0
83827;PRXMM;AVIÃO;BOEING;737-8 MAX;B38M;JATO;2;BIMOTOR;82644;0;2021;BRASIL;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;ANTONIO CARLOS JOBIM / GALEÃO;DECOLAGEM;REGULAR;NENHUM;0
83826;PSLBF;AVIÃO;AIRBUS INDUSTRIE;A321-271NX;A21N;JATO;2;BIMOTOR;89000;0;2023;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;SALGADO FILHO;POUSO;REGULAR;NENHUM;0
83825;PRGUX;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;199;2013;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;BAHIA - JORGE AMADO;POUSO;REGULAR;NENHUM;0
83824;PRFHT;AVIÃO;EMBRAER;EMB-500;E50P;JATO;2;BIMOTOR;4750;7;2009;BRASIL;BRASIL;SALGADO FILHO;BACACHERI;DECOLAGEM;NÃO REGULAR;NENHUM;0
83823;PRGXP;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;0;2014;BRASIL;BRASIL;HERCÍLIO LUZ;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
83822;PRNIB;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;2;BIMOTOR;2449;6;1981;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;POUSO;***;SUBSTANCIAL;0
83821;PSOGW;AVIÃO;EMBRAER;EMB-203;IPAN;PISTÃO;1;MONOMOTOR;1900;1;0;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;AGRÍCOLA;LEVE;0
83820;PTMCA;AVIÃO;EMBRAER;EMB-121A1;E121;TURBOÉLICE;2;BIMOTOR;5670;7;1982;BRASIL;BRASIL;GUARATINGUETÁ;CAMPO DE MARTE - SP;POUSO;PRIVADA;LEVE;0
83819;PRYRQ;AVIÃO;AIRBUS;A320-251N;A320;JATO;2;BIMOTOR;77000;170;0;BRASIL;BRASIL;VIRACOPOS;BAHIA - JORGE AMADO;POUSO;REGULAR;NENHUM;0
83818;PRAXP;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2013;BRASIL;BRASIL;VIRACOPOS;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;DECOLAGEM;REGULAR;LEVE;0
83817;PRAKI;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;2;BIMOTOR;23000;76;2016;BRASIL;BRASIL;VIRACOPOS;BARTOLOMEU LISANDRO;CRUZEIRO;REGULAR;NENHUM;0
83816;PRAKD;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;23000;75;0;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;SANTA MARIA;DECOLAGEM;REGULAR;NENHUM;0
83815;PRYRZ;AVIÃO;AIRBUS;A320-251N;A20N;JATO;2;BIMOTOR;77000;NULL;2019;BRASIL;BRASIL;PORTO SEGURO;LEITE LOPES;CRUZEIRO;REGULAR;NENHUM;0
83814;PRAJY;AVIÃO;BOEING;737-48E;737;JATO;2;BIMOTOR;65090;192;NULL;BRASIL;BRASIL;VIRACOPOS;EDUARDO GOMES;DECOLAGEM;REGULAR;NENHUM;0
83813;PREVP;AVIÃO;AIR TRACTOR;AT-402B;AT3T;TURBOÉLICE;1;MONOMOTOR;3175;1;2018;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;AGRÍCOLA;LEVE;0
83812;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83811;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83810;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83809;PRMBA;AVIÃO;AIRBUS;A320-232;A320;JATO;2;BIMOTOR;77000;184;2006;BRASIL;BRASIL;PINTO MARTINS;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
83808;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83807;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83806;PRXBO;AVIÃO;AIRBUS S.A.S.;A320-271N;A20N;JATO;2;BIMOTOR;79000;189;0;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;POUSO;REGULAR;NENHUM;0
83805;PRAXR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2013;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
83804;PSAEN;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2022;BRASIL;BRASIL;VIRACOPOS;SERAFIN ENOSS BERTASO;POUSO;REGULAR;NENHUM;0
83802;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83801;PTRDL;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;2;BIMOTOR;2073;6;1980;BRASIL;BRASIL;Comandante Rolim Adolfo Amaro;PROFESSOR URBANO ERNESTO STUMPF;APROXIMAÇÃO FINAL;INSTRUÇÃO;NENHUM;0
83800;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83799;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83798;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83797;PTUIH;AVIÃO;NEIVA;EMB-202;IPAN;PISTÃO;1;MONOMOTOR;1800;1;1994;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0
83796;PTSFS;AVIÃO;EMBRAER;EMB-110P2;E110;TURBOÉLICE;2;BIMOTOR;5670;20;1982;BRASIL;BRASIL;EDUARDO GOMES;ATLAS BRASIL CANTANHEDE;POUSO;TÁXI AÉREO;NENHUM;0
83795;PTMXQ;AVIÃO;AIRBUS S.A.S.;A321-231;A321;JATO;2;BIMOTOR;89000;231;2014;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE JUSCELINO KUBITSCHEK;CRUZEIRO;REGULAR;NENHUM;0
83794;PSAEK;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;136;2022;BRASIL;BRASIL;MINISTRO VICTOR KONDER;VIRACOPOS;PUSHBACK;REGULAR;NENHUM;0
83793;PSLBG;AVIÃO;AIRBUS S.A.S.;A321-271NX;A21N;JATO;2;BIMOTOR;89000;0;2023;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;ESTACIONAMENTO;REGULAR;LEVE;0
83792;PRYYK;AVIÃO;AIRBUS;A320-251N;A20N;JATO;2;BIMOTOR;77000;NULL;2016;BRASIL;BRASIL;EURICO DE AGUIAR SALLES;VIRACOPOS;CRUZEIRO;REGULAR;NENHUM;0
83790;PRXMI;AVIÃO;BOEING;737-8 MAX;B38M;JATO;2;BIMOTOR;82190;0;0;BRASIL;BRASIL;CONGONHAS;SALGADO FILHO;DECOLAGEM;REGULAR;NENHUM;0
83789;PRXBJ;AVIÃO;AIRBUS S.A.S.;A320-271N;A20N;JATO;2;BIMOTOR;79000;0;2022;BRASIL;BRASIL;CONGONHAS;GOVERNADOR ALUÍZIO ALVES;POUSO;REGULAR;NENHUM;0
83788;PTMXG;AVIÃO;AIRBUS;A321-231;A321;JATO;2;BIMOTOR;89000;232;2010;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;PINTO MARTINS;POUSO;REGULAR;NENHUM;0
83787;PSESP;AVIÃO;GULFSTREAM;GV-SP;GLF5;JATO;2;BIMOTOR;41277;22;0;BRASIL;BRASIL;SÃO PAULO CATARINA AEROPORTO EXECUTIVO;MINISTRO VICTOR KONDER;POUSO;NÃO REGULAR;NENHUM;0
83786;PRXMD;AVIÃO;BOEING;737-8 MAX;B38M;JATO;2;BIMOTOR;82190;196;2018;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;SENADOR PETRÔNIO PORTELLA;POUSO;REGULAR;NENHUM;0
83785;PRVBQ;AVIÃO;BOEING;737-76N;B737;JATO;2;BIMOTOR;61461;147;2002;BRASIL;BRASIL;JOÃO SIMÕES LOPES NETO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
83783;PRSLU;AVIÃO;BOEING;737-4Y0;B734;JATO;2;BIMOTOR;68038;5;1992;BRASIL;BRASIL;DEPUTADO LUÍS EDUARDO MAGALHÃES;ANTONIO CARLOS JOBIM / GALEÃO;DECOLAGEM;REGULAR;NENHUM;0
83782;PRIHP;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;1;MONOMOTOR;3969;4;2009;BRASIL;BRASIL;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;EDUARDO GOMES;CRUZEIRO;REGULAR;NENHUM;0
83781;PTTMB;AVIÃO;AIRBUS;A319-132;A319;JATO;2;BIMOTOR;75500;154;2010;BRASIL;BRASIL;AFONSO PENA;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
83780;PRMHP;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2007;BRASIL;BRASIL;CONGONHAS;GOVERNADOR JOSÉ RICHA;DECOLAGEM;REGULAR;NENHUM;0
83779;PRSDV;AVIÃO;BOEING;737-4Q8;B734;JATO;2;BIMOTOR;68038;NULL;NULL;BRASIL;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;EDUARDO GOMES;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
83778;PRATW;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;23000;75;2012;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;SERRA DA CAPIVARA;CRUZEIRO;REGULAR;NENHUM;0
83776;PPJAX;AVIÃO;RAYTHEON AIRCRAFT;400A;BE40;JATO;2;BIMOTOR;7394;10;0;BRASIL;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;PINTO MARTINS;CRUZEIRO;TÁXI AÉREO;NENHUM;0
83775;PPZJA;AVIÃO;MARCIO DE CASTRO VALADARES;RV-10;ZZZZ;PISTÃO;1;MONOMOTOR;1230;4;2010;BRASIL;BRASIL;ABA;ABA;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL;3
83774;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83773;PRYYH;AVIÃO;AIRBUS;A320-251N;A20N;JATO;2;BIMOTOR;77000;NULL;2017;BRASIL;BRASIL;MAESTRO WILSON FONSECA;VAL DE CANS / JÚLIO CEZAR RIBEIRO;POUSO;REGULAR;NENHUM;0
83772;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
