codigo_ocorrencia2;aeronave_matricula;aeronave_tipo_equipamento;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;anv_motor_qtd;anv_motor_descricao_qtd;aeronave_pmd;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
83771;PTXPA;AVIÃO;AIRBUS;A321-211;A321;JATO;2;BIMOTOR;89000;NULL;2014;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;SALGADO FILHO;POUSO;REGULAR;NENHUM;0
83770;PSLBC;AVIÃO;AIRBUS S.A.S.;A321-271NX;A21N;JATO;2;BIMOTOR;89000;0;2023;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;SALGADO FILHO;POUSO;REGULAR;NENHUM;0
83769;PRTYA;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2013;BRASIL;BRASIL;CONGONHAS;SANTA GENOVEVA/GOIÂNIA;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
83768;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83767;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83766;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83765;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83764;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83763;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83762;PRMYH;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2010;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;PORTO SEGURO;POUSO;REGULAR;NENHUM;0
83761;PRAYW;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2011;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;PINTO MARTINS;POUSO;REGULAR;NENHUM;0
83760;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83759;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83758;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83757;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83756;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83755;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83754;PRMYC;AVIÃO;AIRBUS;A319-112;A319;JATO;2;BIMOTOR;75500;154;2008;BRASIL;BRASIL;ZUMBI DOS PALMARES;CONGONHAS;POUSO;REGULAR;NENHUM;0
83753;PRAXP;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2013;BRASIL;BRASIL;VIRACOPOS;LAURO CARNEIRO DE LOYOLA;POUSO;REGULAR;NENHUM;0
83752;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83751;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83750;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83749;PRXME;AVIÃO;BOEING;737-8 MAX;B38M;JATO;2;BIMOTOR;82190;196;2018;BRASIL;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;PRESIDENTE CASTRO PINTO;POUSO;REGULAR;NENHUM;0
83748;PRYRS;AVIÃO;AIRBUS;A320-253N;A20N;JATO;2;BIMOTOR;77000;182;2018;BRASIL;BRASIL;VIRACOPOS;MARECHAL RONDON;POUSO;REGULAR;NENHUM;0
83747;PRMHK;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2007;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;DEPUTADO LUÍS EDUARDO MAGALHÃES;POUSO;REGULAR;LEVE;0
83746;PRYSF;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;2;BIMOTOR;77000;183;2019;BRASIL;BRASIL;SALGADO FILHO;VIRACOPOS;DECOLAGEM;REGULAR;LEVE;0
83745;PRYSC;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;2;BIMOTOR;77000;183;2019;BRASIL;BRASIL;VIRACOPOS;MARECHAL RONDON;POUSO;REGULAR;NENHUM;0
83744;PRMHE;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2007;BRASIL;BRASIL;AFONSO PENA;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
83743;PRAXJ;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2012;BRASIL;BRASIL;VIRACOPOS;SALGADO FILHO;POUSO;REGULAR;NENHUM;0
83742;PUZZC;ULTRALEVE;LUCAS ZANELLO;GLASTAR TRICICL;ULAC;PISTÃO;1;MONOMOTOR;750;2;2009;BRASIL;BRASIL;CIRRUS SOCIEDADE AERODESPORTIVA;FAZENDA FENIX;DECOLAGEM;EXPERIMENTAL;SUBSTANCIAL;0
83741;PRAKN;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;2;BIMOTOR;22000;0;2021;BRASIL;BRASIL;SANTA MARIA;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;NENHUM;0
83740;PRGXE;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;199;2013;BRASIL;BRASIL;SANTOS DUMONT;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
83738;PRAJY;AVIÃO;BOEING;737-48E;737;JATO;2;BIMOTOR;65090;192;NULL;BRASIL;BRASIL;EDUARDO GOMES;VIRACOPOS;SUBIDA;REGULAR;NENHUM;0
83737;PSAEJ;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2022;BRASIL;BRASIL;VIRACOPOS;MINISTRO VICTOR KONDER;POUSO;REGULAR;NENHUM;0
83736;PRAUQ;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2015;BRASIL;BRASIL;VIRACOPOS;LAURO CARNEIRO DE LOYOLA;POUSO;REGULAR;NENHUM;0
83735;PRYRB;AVIÃO;AIRBUS;A320-251N;A320;JATO;2;BIMOTOR;77000;182;2016;BRASIL;BRASIL;MAESTRO WILSON FONSECA;VAL DE CANS / JÚLIO CEZAR RIBEIRO;DECOLAGEM;REGULAR;NENHUM;0
83734;PRYRV;AVIÃO;AIRBUS;A320-251N;A320;JATO;2;BIMOTOR;77000;160;0;BRASIL;BRASIL;VAL DE CANS / JÚLIO CEZAR RIBEIRO;ALBERTO ALCOLUMBRE;POUSO;REGULAR;NENHUM;0
83733;PRYYH;AVIÃO;AIRBUS;A320-251N;A20N;JATO;2;BIMOTOR;77000;NULL;2017;BRASIL;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;REGULAR;NENHUM;0
83732;PRYJA;AVIÃO;AIRBUS S.A.S.;A321-251NX;A21N;JATO;2;BIMOTOR;89000;223;2019;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;NENHUM;0
83731;PRYSL;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;2;BIMOTOR;77000;183;2022;BRASIL;BRASIL;SALGADO FILHO;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;NENHUM;0
83730;PRAKJ;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;2;BIMOTOR;22000;0;2016;BRASIL;BRASIL;VIRACOPOS;LAURO CARNEIRO DE LOYOLA;POUSO;REGULAR;NENHUM;0
83729;PRAUF;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;0;BRASIL;BRASIL;ORLANDO BEZERRA DE MENEZES;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;NENHUM;0
83728;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83727;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83726;PRAUF;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;0;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;DEPUTADO LUÍS EDUARDO MAGALHÃES;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
83725;PRGUC;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;193;2010;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;ANTONIO CARLOS JOBIM / GALEÃO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
83723;PRAXJ;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2012;BRASIL;BRASIL;VIRACOPOS;DEPUTADO LUÍS EDUARDO MAGALHÃES;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
83722;PRAQP;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;23000;75;0;BRASIL;BRASIL;FERNANDO DE NORONHA;GUARARAPES - GILBERTO FREYRE;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
83721;PRGXM;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;199;2013;BRASIL;BRASIL;PORTO SEGURO;EURICO DE AGUIAR SALLES;POUSO;REGULAR;NENHUM;0
83668;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83667;PSAEL;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;143;2022;BRASIL;BRASIL;TANCREDO NEVES;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;NENHUM;0
83666;PRYRN;AVIÃO;AIRBUS S.A.S.;A320-253N;A20N;JATO;2;BIMOTOR;77000;182;NULL;BRASIL;BRASIL;VIRACOPOS;SERAFIN ENOSS BERTASO;POUSO;REGULAR;NENHUM;0
83665;PPYBC;AVIÃO;BOEING COMPANY;737-3L9;B733;JATO;2;BIMOTOR;63276;8;1988;BRASIL;BRASIL;NÃO IDENTIFICADO;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;NENHUM;0
83664;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83663;PRAQL;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;23000;75;2013;BRASIL;BRASIL;GOVERNADOR JOSÉ RICHA;VIRACOPOS;POUSO;REGULAR;NENHUM;0
83662;PRTKJ;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;22800;73;2011;BRASIL;BRASIL;VIRACOPOS;REGIONAL DA ZONA DA MATA;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
83661;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83660;PRGXE;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;199;2013;BRASIL;BRASIL;SANTOS DUMONT;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
83659;PRXMB;AVIÃO;BOEING;737-8 MAX;B38M;JATO;2;BIMOTOR;82190;196;2018;BRASIL;BRASIL;VAL DE CANS / JÚLIO CEZAR RIBEIRO;PRESIDENTE JUSCELINO KUBITSCHEK;CRUZEIRO;REGULAR;NENHUM;0
83658;PUSAA;ULTRALEVE;FLYER IND AERONAUTICA LTDA;HIDROFLYER;ULAC;PISTÃO;1;MONOMOTOR;475;0;1995;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL;1
83640;PRRES;HELICÓPTERO;AGUSTA;AW119MKII;A119;TURBOEIXO;1;MONOMOTOR;2850;NULL;NULL;BRASIL;BRASIL;IBIRUBÁ;OSÓRIO;CRUZEIRO;ESPECIALIZADA;NENHUM;0
83639;PTPBC;AVIÃO;CESSNA AIRCRAFT;208;C208;TURBOÉLICE;1;MONOMOTOR;3629;11;2008;BRASIL;BRASIL;MAESTRO WILSON FONSECA;FAZENDA TAMBAÚ;POUSO;POLICIAL;SUBSTANCIAL;0
83638;PRPJN;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61500;143;2019;BRASIL;BRASIL;MINISTRO VICTOR KONDER;VIRACOPOS;POUSO;REGULAR;NENHUM;0
83637;PRGEA;AVIÃO;BOEING;737-7EH;B737;JATO;2;BIMOTOR;70080;154;2009;BRASIL;BRASIL;LAURO KURTZ;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
83636;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83635;PSJNA;AVIÃO;BEECH AIRCRAFT;C90;BE9L;TURBOÉLICE;2;BIMOTOR;4377;7;0;BRASIL;BRASIL;ORLANDO DE CARVALHO;FAZENDA BANDEIRANTES;POUSO;PRIVADA;SUBSTANCIAL;0
83634;PRGXM;AVIÃO;BOEING;737-8EH;B738;JATO;2;BIMOTOR;70533;199;2013;BRASIL;BRASIL;CONGONHAS;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
83633;PRMYR;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2012;BRASIL;BRASIL;AFONSO PENA;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
83632;PTGOD;AVIÃO;NEIVA;EMB-201;IPAN;PISTÃO;1;MONOMOTOR;1800;1;1976;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;AGRÍCOLA;NENHUM;0
83629;PPUBM;HELICÓPTERO;LEONARDO S.P.A;AW169;A169;TURBOEIXO;2;BIMOTOR;4800;12;0;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;ESPECIALIZADA;LEVE;0
83628;PRCNT;AVIÃO;AIR TRACTOR;AT-502B;AT5T;TURBOÉLICE;1;MONOMOTOR;3629;1;2012;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;AGRÍCOLA;LEVE;0
83627;PRBUB;AVIÃO;PIPER AIRCRAFT;PA-25-235;PA25;PISTÃO;1;MONOMOTOR;1315;1;1966;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;AGRÍCOLA;SUBSTANCIAL;0
83625;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83624;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83623;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83622;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83621;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83620;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83619;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83618;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83617;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83616;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83615;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83614;PRGOQ;AVIÃO;BOEING;737-76N;B737;JATO;2;BIMOTOR;61461;153;2002;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;BRIGADEIRO LYSIAS RODRIGUES;POUSO;REGULAR;NENHUM;0
83613;PRAXI;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;2012;BRASIL;BRASIL;AFONSO PENA;SALGADO FILHO;POUSO;REGULAR;NENHUM;0
83612;BRXXX2;AVIÃO;DESCONHECIDO;DESCONHECIDO;***;DESCONHECIDO;DESCONHECIDO;***;0;NULL;NULL;BRASIL;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
83611;PTAOM;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;1;MONOMOTOR;1800;NULL;2014;BRASIL;BRASIL;FORA DE AERODROMO;NÃO IDENTIFICADO;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL;0
83610;PTUJN;AVIÃO;NEIVA;EMB-202;IPAN;PISTÃO;1;MONOMOTOR;1800;1;1995;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;AGRÍCOLA;SUBSTANCIAL;0
83609;PSFGG;AVIÃO;AIR TRACTOR;AT-402B;AT3T;TURBOÉLICE;1;MONOMOTOR;3175;1;0;BRASIL;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;AGRÍCOLA;LEVE;0
83608;PRGEH;AVIÃO;BOEING;737-76N;B737;JATO;2;BIMOTOR;65997;146;2007;BRASIL;BRASIL;CONGONHAS;SALGADO FILHO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
83606;PRYRT;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A20N;JATO;2;BIMOTOR;79000;183;2018;BRASIL;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
83605;PSAER;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;2;BIMOTOR;61200;0;2023;BRASIL;BRASIL;VIRACOPOS;SENADOR NILO COELHO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
83604;PRATW;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;23000;75;2012;BRASIL;BRASIL;GUARARAPES - GILBERTO FREYRE;PRESIDENTE CASTRO PINTO;POUSO;REGULAR;NENHUM;0
83603;PRYRF;AVIÃO;AIRBUS;A320-251N;A320;JATO;2;BIMOTOR;77000;183;NULL;BRASIL;BRASIL;TANCREDO NEVES;PORTO SEGURO;POUSO;REGULAR;NENHUM;0
83602;PRMYP;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2012;BRASIL;BRASIL;ADALBERTO MENDES DA SILVA;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
83601;PSGPF;AVIÃO;BOEING;737-8 MAX;B38M;JATO;2;BIMOTOR;82190;0;2018;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;BRIGADEIRO LYSIAS RODRIGUES;POUSO;REGULAR;NENHUM;0
83600;PRMYA;AVIÃO;AIRBUS;A320-214;A320;JATO;2;BIMOTOR;77000;184;2008;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;DEPUTADO LUÍS EDUARDO MAGALHÃES;ESTACIONAMENTO;REGULAR;LEVE;0
83599;PPPTO;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;2;BIMOTOR;22500;73;2008;BRASIL;BRASIL;GOVERNADOR ALUÍZIO ALVES;DIX-SEPT ROSADO;DECOLAGEM;REGULAR;NENHUM;0
83598;PRYJD;AVIÃO;AIRBUS;A321-251NX;A21N;JATO;2;BIMOTOR;93500;170;2021;BRASIL;BRASIL;VIRACOPOS;VAL DE CANS / JÚLIO CEZAR RIBEIRO;POUSO;REGULAR;NENHUM;0
83597;PRYSE;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;2;BIMOTOR;77000;183;2019;BRASIL;BRASIL;MARECHAL CUNHA MACHADO;SENADOR PETRÔNIO PORTELLA;POUSO;REGULAR;NENHUM;0
83596;PSGPJ;AVIÃO;BOEING;737-8 MAX;B38M;JATO;2;BIMOTOR;82644;197;2022;BRASIL;BRASIL;EDUARDO GOMES;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;LEVE;0
83595;PRYSH;AVIÃO;AIRBUS;A320-251N;A20N;JATO;2;BIMOTOR;77000;0;2021;BRASIL;BRASIL;VIRACOPOS;SENADOR PETRÔNIO PORTELLA;POUSO;REGULAR;NENHUM;0
83594;PRAUP;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;2;BIMOTOR;52290;125;0;BRASIL;BRASIL;AFONSO PENA;VIRACOPOS;POUSO;REGULAR;NENHUM;0
83593;DAIGU;AVIÃO;AIRBUS;A340-541;A343;JATO;4;QUADRIMOTOR;368000;0;2000;ALEMANHA;ALEMANHA;EXTERIOR;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;NENHUM;0
83592;PRSDQ;AVIÃO;BOEING;737-3M8;B733;JATO;2;BIMOTOR;63276;157;1989;BRASIL;BRASIL;TANCREDO NEVES;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;REGULAR;NENHUM;0
83590;PTXPO;AVIÃO;AIRBUS;A321-211;A321;JATO;2;BIMOTOR;89000;231;NULL;BRASIL;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;SALGADO FILHO;POUSO;REGULAR;NENHUM;0
