ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;investigacao_status;divulgacao_relatorio_publicado;total_aeronaves_envolvidas;ocorrencia_saida_pista;aeronave_matricula;aeronave_tipo_equipamento;aeronave_fabricante;aeronave_modelo;aeronave_motor_tipo;anv_motor_qtd;anv_motor_descricao_qtd;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
INCIDENTE;PORTO NACIONAL;TO;BRASIL;FAER;16/04/2025;19:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRMYT;AVIÃO;AIRBUS INDUSTRIE;A320-214;JATO;2;BIMOTOR;184;2012;BRASIL;MARECHAL RONDON;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
INCIDENTE;CANTÁ;RR;BRASIL;SWPD;08/04/2025;20:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRAXI;AVIÃO;EMBRAER;ERJ 190-200 IGW;JATO;2;BIMOTOR;125;2012;BRASIL;VIRACOPOS;ESTADUAL DARIO GUARITA;SUBIDA;REGULAR;NENHUM;0
INCIDENTE;ALTO ALEGRE;RR;BRASIL;FAER;20/03/2025;14:00:00;SIM;FINALIZADA;NÃO;1;NÃO;CCBMA;AVIÃO;BOEING COMPANY;787-900;JATO;2;BIMOTOR;NULL;NULL;CHILE;CHARLES DE GAULLE;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
INCIDENTE GRAVE;ARROIO GRANDE;RS;BRASIL;FAER;14/04/2025;10:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PTHUS;HELICÓPTERO;BELL HELICOPTER;206B;TURBOEIXO;1;MONOMOTOR;5;1974;BRASIL;JACAREPAGUÁ;JACAREPAGUÁ;TÁXI;PRIVADA;NENHUM;0
INCIDENTE GRAVE;CANTÁ;RR;BRASIL;SWPD;12/04/2025;21:15:00;SIM;ATIVA;NÃO;1;NÃO;PPCMC;AVIÃO;EMBRAER;EMB-500;JATO;0;SEM TRAÇÃO;0;2017;BRASIL;CONGONHAS;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;POUSO;PRIVADA;LEVE;0
INCIDENTE;CURITIBA;PR;BRASIL;SBCT;11/04/2025;18:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRMYP;AVIÃO;AIRBUS;A320-214;JATO;2;BIMOTOR;184;2012;BRASIL;SERAFIN ENOSS BERTASO;GOVERNADOR ANDRÉ FRANCO MONTORO;DESCIDA;REGULAR;NENHUM;0
INCIDENTE;RECIFE;PE;BRASIL;SBRF;13/04/2025;17:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRVRT;AVIÃO;AIR TRACTOR;AT-402A;TURBOÉLICE;1;MONOMOTOR;1;2004;BRASIL;FAZENDA RELU;FAZENDA RELU;MANOBRA;AGRÍCOLA;DESTRUÍDA;0
INCIDENTE;GOIÂNIA;GO;BRASIL;FAER;13/04/2025;13:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PPFHT;AVIÃO;AERO BOERO;AB-115;PISTÃO;1;MONOMOTOR;2;1989;BRASIL;BACACHERI;BACACHERI;ARREMETIDA NO AR;INSTRUÇÃO;NENHUM;0
INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBJR;12/04/2025;16:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PSSFG;AVIÃO;PILATUS;PC-12/47E;TURBOÉLICE;1;MONOMOTOR;NULL;2022;BRASIL;FAZENDA FELICIDADE;BACACHERI;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;14/04/2025;19:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRJLS;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PISTÃO;2;BIMOTOR;6;1995;BRASIL;GERALDO MOACIR BORDON;CLUBE DE VOO ITAIPU;POUSO;PRIVADA;LEVE;0
INCIDENTE;CAMPINAS;SP;BRASIL;FAER;09/04/2025;02:40:00;SIM;FINALIZADA;NÃO;1;NÃO;PTETW;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-720C;PISTÃO;1;MONOMOTOR;7;1978;BRASIL;AERÓDROMO NÃO CADASTRADO;COLOMBO;DECOLAGEM;REGULAR;LEVE;0
INCIDENTE;BRASÍLIA;DF;BRASIL;FAER;12/04/2025;10:09:00;SIM;FINALIZADA;NÃO;1;NÃO;PTOGS;AVIÃO;CESSNA AIRCRAFT;208;TURBOÉLICE;1;MONOMOTOR;2;1985;BRASIL;DEPUTADO LUÍS EDUARDO MAGALHÃES;LORENZO;SUBIDA;REGULAR;NENHUM;0
INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;11/04/2025;11:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRTYT;AVIÃO;AIRBUS;A320-214;JATO;2;BIMOTOR;0;2015;BRASIL;AEROPORTO INTERNACIONAL DE SANTIAGO;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;REGULAR;NENHUM;0
INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;09/04/2025;23:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PSAEI;AVIÃO;EMBRAER;ERJ 190-400;JATO;2;BIMOTOR;0;2022;BRASIL;GUARARAPES - GILBERTO FREYRE;DEPUTADO LUÍS EDUARDO MAGALHÃES;DECOLAGEM;REGULAR;NENHUM;0
INCIDENTE;RECIFE;PE;BRASIL;SBRF;08/04/2025;03:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PRYRA;AVIÃO;AIRBUS;A320-251N;JATO;2;BIMOTOR;183;2016;BRASIL;GUARARAPES - GILBERTO FREYRE;VIRACOPOS;DECOLAGEM;REGULAR;LEVE;0
INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;04/04/2025;09:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PRVJO;AVIÃO;CESSNA AIRCRAFT;152;PISTÃO;1;MONOMOTOR;2;1978;BRASIL;MARECHAL RONDON;MARECHAL RONDON;POUSO;INSTRUÇÃO;NENHUM;0
INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;08/04/2025;20:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PTORF;AVIÃO;BEECH AIRCRAFT;M35;PISTÃO;1;MONOMOTOR;5;1960;BRASIL;BELÉM NOVO;BELÉM NOVO;CRUZEIRO;PRIVADA;NENHUM;0
ACIDENTE;IPORÁ;GO;BRASIL;FAER;13/04/2025;11:00:00;SIM;ATIVA;NÃO;1;SIM;PTVBQ;AVIÃO;NEIVA;EMB-712;PISTÃO;1;MONOMOTOR;4;1986;BRASIL;BELÉM NOVO;BELÉM NOVO;CRUZEIRO;INSTRUÇÃO;NENHUM;0
ACIDENTE;NOVO MUNDO;MT;BRASIL;SD7S;05/04/2025;17:30:00;NÃO;ATIVA;NÃO;1;SIM;CSTUO;AVIÃO;AIRBUS;330-900;JATO;2;BIMOTOR;0;0;PORTUGAL;ANTONIO CARLOS JOBIM / GALEÃO;AEROPORTO HUMBERTO DELGADO;POUSO;REGULAR;NENHUM;0
INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;06/04/2025;04:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PROTX;HELICÓPTERO;LEONARDO S.P.A;AW139;TURBOEIXO;2;BIMOTOR;NULL;2013;BRASIL;EURICO DE AGUIAR SALLES;AERÓDROMO NÃO CADASTRADO;TÁXI;REGULAR;NENHUM;0
INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;31/03/2025;18:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PRGGQ;AVIÃO;BOEING;737-8EH;JATO;2;BIMOTOR;193;2009;BRASIL;BAHIA - JORGE AMADO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
INCIDENTE;RECIFE;PE;BRASIL;SBRF;03/02/2025;10:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PRCED;AVIÃO;TWIN COMMANDER;690A;TURBOÉLICE;2;BIMOTOR;8;1974;BRASIL;CAMPO DE MARTE - SP;SÍLVIO NAME JÚNIOR;TÁXI;PRIVADA;LEVE;0
INCIDENTE;MANAUS;AM;BRASIL;SBEG;23/10/2024;17:19:00;SIM;FINALIZADA;NÃO;1;NÃO;PSAEX;AVIÃO;EMBRAER;ERJ 190-400;JATO;2;BIMOTOR;0;2024;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;AFONSO PENA;POUSO;REGULAR;NENHUM;0
INCIDENTE;MACEIÓ;AL;BRASIL;SBMO;02/01/2024;13:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PRTKM;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;TURBOÉLICE;2;BIMOTOR;73;2012;BRASIL;MÁRIO RIBEIRO;TANCREDO NEVES;DECOLAGEM;REGULAR;NENHUM;0
INCIDENTE;SANTANA DO PARAÍSO;MG;BRASIL;SBIP;23/10/2024;13:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PRMYL;AVIÃO;AIRBUS;A319-112;JATO;2;BIMOTOR;154;2011;BRASIL;SANTOS DUMONT;CONGONHAS;TÁXI;REGULAR;NENHUM;0
INCIDENTE GRAVE;GOIÂNIA;GO;BRASIL;SBGO;10/04/2025;19:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PRMYH;AVIÃO;AIRBUS;A320-214;JATO;2;BIMOTOR;184;2010;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;PINTO MARTINS;CRUZEIRO;REGULAR;LEVE;0
INCIDENTE;MARICÁ;RJ;BRASIL;SBMI;09/03/2025;15:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PRFOR;AVIÃO;CESSNA AIRCRAFT;680;JATO;2;BIMOTOR;11;2011;BRASIL;CABO FRIO;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CRUZEIRO;PRIVADA;NENHUM;0
INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;NCAD;10/04/2025;17:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRYXC;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);TURBOÉLICE;2;BIMOTOR;77;2023;BRASIL;LEITE LOPES;VIRACOPOS;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;02/08/2024;15:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PRMYT;AVIÃO;AIRBUS INDUSTRIE;A320-214;JATO;2;BIMOTOR;184;2012;BRASIL;HERCÍLIO LUZ;GOVERNADOR ANDRÉ FRANCO MONTORO;DESCIDA;REGULAR;NENHUM;0
INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;02/08/2024;13:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PRXMD;AVIÃO;BOEING;737-8 MAX;JATO;2;BIMOTOR;196;2018;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;PINTO MARTINS;SUBIDA;REGULAR;NENHUM;0
INCIDENTE GRAVE;EUNÁPOLIS;BA;BRASIL;SW2A;10/04/2025;11:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRDRD;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;PISTÃO;1;MONOMOTOR;4;2007;BRASIL;JACAREPAGUÁ;JACAREPAGUÁ;POUSO;ESPECIALIZADA;NENHUM;0
ACIDENTE;CAMPINA GRANDE;PB;BRASIL;SNKB;09/04/2025;14:30:00;SIM;ATIVA;NÃO;1;NÃO;PRNPP;AVIÃO;EMBRAER;EMB-500;JATO;2;BIMOTOR;6;2010;BRASIL;MÁRIO RIBEIRO;Comandante Ariston Pessoa;SUBIDA;PRIVADA;NENHUM;0
INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;27/11/2024;16:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PRTYQ;AVIÃO;AIRBUS S.A.S.;A320-214;JATO;2;BIMOTOR;189;2015;BRASIL;CONGONHAS;TANCREDO NEVES;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;12/11/2024;12:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PRDTV;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;PISTÃO;1;MONOMOTOR;3;2012;BRASIL;FAZENDA CRUZEIRO;JACAREPAGUÁ;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;23/10/2024;12:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PSLBI;AVIÃO;AIRBUS INDUSTRIE;A321-271NX;JATO;2;BIMOTOR;0;2023;BRASIL;MÁRIO PEREIRA LOPES;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
INCIDENTE;PORTO SEGURO;BA;BRASIL;SBPS;16/10/2024;10:19:00;SIM;FINALIZADA;NÃO;1;NÃO;PRJBE;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;TURBOEIXO;2;BIMOTOR;21;2012;BRASIL;AERÓDROMO NÃO CADASTRADO;JACAREPAGUÁ;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;14/10/2024;18:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PSAHL;HELICÓPTERO;BELL HELICOPTER;407;TURBOEIXO;1;MONOMOTOR;NULL;2023;BRASIL;HELISILVA;HEMMER;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBRJ;08/10/2024;01:00:00;SIM;FINALIZADA;NÃO;1;NÃO;FGSPD;AVIÃO;BOEING COMPANY;777-200;JATO;2;BIMOTOR;0;0;FRANÇA;GOVERNADOR ANDRÉ FRANCO MONTORO;CHARLES DE GAULLE;CRUZEIRO;REGULAR;NENHUM;0
INCIDENTE;SALVADOR;BA;BRASIL;SBSV;12/01/2025;18:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PTMXA;AVIÃO;AIRBUS;A321-231;JATO;2;BIMOTOR;232;2007;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;ORLANDO BEZERRA DE MENEZES;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
INCIDENTE;SALVADOR;BA;BRASIL;SBSV;06/04/2025;22:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PTVYM;AVIÃO;EMBRAER;EMB-202A;PISTÃO;1;MONOMOTOR;1;2012;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;MANOBRA;AGRÍCOLA;SUBSTANCIAL;0
INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;05/04/2025;20:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PTCAA;AVIÃO;CESSNA AIRCRAFT;172D;PISTÃO;1;MONOMOTOR;4;1963;BRASIL;BARREIRINHAS;BARREIRINHAS;APROXIMAÇÃO FINAL;ESPECIALIZADA;SUBSTANCIAL;0
INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;04/04/2025;21:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PSFNX;AVIÃO;AIR TRACTOR;AT-502B;TURBOÉLICE;1;MONOMOTOR;NULL;2021;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL;0
INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;21/01/2025;06:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PUECH;ULTRALEVE;EGIDIO CHINI;EXCEL CARGO;PISTÃO;1;MONOMOTOR;2;2011;BRASIL;FORMOSA;FORMOSA;DECOLAGEM;EXPERIMENTAL;DESTRUÍDA;0
INCIDENTE;JOINVILLE;SC;BRASIL;SBJV;07/01/2025;15:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PPESV;AVIÃO;ISRAEL AIRCRAFT;G150;JATO;2;BIMOTOR;11;2012;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;ESTACIONAMENTO;PRIVADA;LEVE;0
INCIDENTE;RONDONÓPOLIS;MT;BRASIL;SBRD;09/04/2025;01:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PSAAV;AVIÃO;GULFSTREAM;GV-SP;JATO;2;BIMOTOR;NULL;2007;BRASIL;ANTONIO CARLOS JOBIM / GALEÃO;AFONSO PENA;TÁXI;PRIVADA;LEVE;0
INCIDENTE GRAVE;GARUVA;SC;BRASIL;FAER;05/04/2025;14:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PRHBZ;HELICÓPTERO;EUROCOPTER;EC 130 B4;TURBOEIXO;1;MONOMOTOR;8;2012;BRASIL;NÃO IDENTIFICADO;FORA DE AERODROMO;DECOLAGEM;POLICIAL;NENHUM;0
INCIDENTE;FORTALEZA;CE;BRASIL;SBFZ;11/12/2024;20:21:00;SIM;FINALIZADA;NÃO;1;NÃO;PTLCE;AVIÃO;BEECH AIRCRAFT;E90;TURBOÉLICE;2;BIMOTOR;8;1981;BRASIL;FAZENDA AERO-AMIL;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;TÁXI;PRIVADA;LEVE;0
INCIDENTE;BRASÍLIA;DF;BRASIL;FAER;18/12/2024;12:10:00;SIM;FINALIZADA;NÃO;1;NÃO;PTXXW;AVIÃO;CESSNA AIRCRAFT;152;PISTÃO;1;MONOMOTOR;2;NULL;BRASIL;BLUMENAU;BLUMENAU;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
ACIDENTE;PARAGOMINAS;PA;BRASIL;FAER;01/04/2025;12:00:00;SIM;ATIVA;NÃO;1;NÃO;PTORF;AVIÃO;BEECH AIRCRAFT;M35;PISTÃO;1;MONOMOTOR;5;1960;BRASIL;BELÉM NOVO;BELÉM NOVO;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
INCIDENTE;CABO FRIO;RJ;BRASIL;SBCB;07/04/2025;11:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PTVNK;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PISTÃO;2;BIMOTOR;6;1990;BRASIL;BELÉM NOVO;BELÉM NOVO;APROXIMAÇÃO FINAL;INSTRUÇÃO;NENHUM;0
INCIDENTE;SALVADOR;BA;BRASIL;SBSV;28/02/2025;13:00:00;SIM;FINALIZADA;NÃO;1;NÃO;N856GT;AVIÃO;BOEING COMPANY;747-87UF;JATO;2;BIMOTOR;0;0;ESTADOS UNIDOS;MIAMI INTERNATIONAL AIRPORT;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;03/04/2025;16:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PTMUI;AVIÃO;BOEING;777-32WER;JATO;2;BIMOTOR;384;2013;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;HEATHROW AIRPORT;DECOLAGEM;REGULAR;NENHUM;0
INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;03/04/2025;16:15:00;SIM;FINALIZADA;NÃO;1;NÃO;EIHJN;AVIÃO;AIRBUS S.A.S;A330-941;JATO;2;BIMOTOR;0;0;ITÁLIA;GOVERNADOR ANDRÉ FRANCO MONTORO;EXTERIOR;OPERAÇÃO DE SOLO;REGULAR;LEVE;0
INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;05/04/2025;10:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PTUHD;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;PISTÃO;1;MONOMOTOR;1;1992;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;DECOLAGEM;AGRÍCOLA;LEVE;0
INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;03/04/2025;11:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRAQN;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;TURBOÉLICE;2;BIMOTOR;75;2013;BRASIL;EDUARDO GOMES;PORTO URUCU;SUBIDA;REGULAR;NENHUM;0
INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;04/04/2025;16:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PTMUG;AVIÃO;BOEING;777-32WER;JATO;2;BIMOTOR;384;2012;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;AEROPORTO HUMBERTO DELGADO;DECOLAGEM;REGULAR;NENHUM;0
INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;SBGL;02/04/2025;05:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PSAES;AVIÃO;EMBRAER;ERJ 190-400;JATO;2;BIMOTOR;0;2023;BRASIL;GUARARAPES - GILBERTO FREYRE;AFONSO PENA;POUSO;REGULAR;NENHUM;0
INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;23/03/2025;22:27:00;SIM;FINALIZADA;NÃO;1;NÃO;PRXBB;AVIÃO;AIRBUS;A320-273N;JATO;2;BIMOTOR;183;2019;BRASIL;AFONSO PENA;CONGONHAS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
INCIDENTE;NAVEGANTES;SC;BRASIL;SBNF;19/03/2025;19:23:00;SIM;FINALIZADA;NÃO;1;NÃO;PSAEY;AVIÃO;EMBRAER;ERJ 190-400;JATO;2;BIMOTOR;0;2024;BRASIL;SANTA MARIA;VIRACOPOS;ESTACIONAMENTO;REGULAR;LEVE;0
INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;17/03/2025;13:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRAQL;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;TURBOÉLICE;2;BIMOTOR;75;2013;BRASIL;TANCREDO NEVES;CORONEL ALTINO MACHADO;SUBIDA;REGULAR;NENHUM;0
INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;11/03/2025;04:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PRAIW;AVIÃO;AIRBUS;A330-243;JATO;2;BIMOTOR;284;2002;BRASIL;VIRACOPOS;AEROPORTO HUMBERTO DELGADO;SUBIDA;REGULAR;NENHUM;0
INCIDENTE;FLORIANÓPOLIS;SC;BRASIL;SBFL;24/02/2025;18:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PRYRE;AVIÃO;AIRBUS;A320-251N;JATO;2;BIMOTOR;183;NULL;BRASIL;VIRACOPOS;SALGADO FILHO;DESCIDA;REGULAR;NENHUM;0
INCIDENTE;GUARULHOS;SP;BRASIL;SBGR;22/02/2025;11:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PSGPI;AVIÃO;BOEING;B737-800;JATO;2;BIMOTOR;196;2022;BRASIL;PINTO MARTINS;GOVERNADOR ANDRÉ FRANCO MONTORO;ESTACIONAMENTO;REGULAR;LEVE;0
INCIDENTE;SANTA MARIA;RS;BRASIL;SBSM;13/02/2025;14:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PROTU;HELICÓPTERO;LEONARDO S.P.A;AW139;TURBOEIXO;2;BIMOTOR;NULL;2021;BRASIL;AERÓDROMO NÃO CADASTRADO;JACAREPAGUÁ;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;28/01/2025;17:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PROHZ;HELICÓPTERO;LEONARDO S.P.A;AW139;TURBOEIXO;2;BIMOTOR;14;2014;BRASIL;JACAREPAGUÁ;AERÓDROMO NÃO CADASTRADO;CRUZEIRO;REGULAR;NENHUM;0
INCIDENTE;NAVEGANTES;SC;BRASIL;SBNF;22/01/2025;22:33:00;SIM;FINALIZADA;NÃO;1;NÃO;PPCPD;HELICÓPTERO;BELL HELICOPTER;429;TURBOEIXO;2;BIMOTOR;8;2012;BRASIL;WORLD TRADE CENTER;SÃO PAULO CATARINA AEROPORTO EXECUTIVO;POUSO;PRIVADA;NENHUM;0
INCIDENTE;VITÓRIA;ES;BRASIL;SBVT;20/01/2025;17:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRJBX;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;TURBOEIXO;2;BIMOTOR;21;2015;BRASIL;AERÓDROMO NÃO CADASTRADO;JACAREPAGUÁ;DESCIDA;REGULAR;NENHUM;0
INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;27/12/2024;13:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PSWJF;HELICÓPTERO;ROBINSON HELICOPTER;R66;TURBOEIXO;1;MONOMOTOR;NULL;2025;BRASIL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;DESCIDA;PRIVADA;NENHUM;0
INCIDENTE;SALVADOR;BA;BRASIL;SBSV;09/01/2025;12:26:00;SIM;FINALIZADA;NÃO;1;NÃO;PRJAR;HELICÓPTERO;SIKORSKY AIRCRAFT;S-92A;TURBOEIXO;2;BIMOTOR;21;2011;BRASIL;AERÓDROMO NÃO CADASTRADO;JACAREPAGUÁ;CRUZEIRO;REGULAR;NENHUM;0
INCIDENTE;SÃO PAULO;SP;BRASIL;FAER;07/12/2024;18:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PSIBD;HELICÓPTERO;AGUSTA;AW119MKII;TURBOEIXO;2;BIMOTOR;NULL;2013;BRASIL;VAL DE CANS / JÚLIO CEZAR RIBEIRO;PORTO DE MOZ;SUBIDA;POLICIAL;LEVE;0
INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;06/04/2025;04:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRTKK;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;TURBOÉLICE;2;BIMOTOR;73;2012;BRASIL;VIRACOPOS;REGIONAL DA ZONA DA MATA;POUSO;REGULAR;LEVE;0
ACIDENTE;BOTUCATU;SP;BRASIL;SDBK;04/04/2025;18:15:00;SIM;ATIVA;NÃO;1;NÃO;PRVOB;AVIÃO;CESSNA AIRCRAFT;152;PISTÃO;1;MONOMOTOR;2;1977;BRASIL;PARÁ DE MINAS;PARÁ DE MINAS;DECOLAGEM;REGULAR;LEVE;0
ACIDENTE;TUPANCIRETÃ;RS;BRASIL;SIPJ;04/04/2025;17:20:00;SIM;ATIVA;NÃO;1;NÃO;PTMXL;AVIÃO;AIRBUS;A321-231;JATO;2;BIMOTOR;231;2014;BRASIL;AFONSO PENA;GOVERNADOR ANDRÉ FRANCO MONTORO;SUBIDA;REGULAR;NENHUM;0
ACIDENTE;PILAR;AL;BRASIL;FAER;04/04/2025;09:05:00;SIM;ATIVA;NÃO;1;NÃO;PSOAW;AVIÃO;EMBRAER;EMB-203;PISTÃO;1;MONOMOTOR;NULL;2025;BRASIL;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;MANOBRA;AGRÍCOLA;NENHUM;0
INCIDENTE;SÃO LUÍS;MA;BRASIL;SBSL;03/04/2025;20:45:00;SIM;FINALIZADA;NÃO;1;NÃO;PSLVG;AVIÃO;RAYTHEON AIRCRAFT;400A;JATO;2;BIMOTOR;NULL;2000;BRASIL;Big Master;PRESIDENTE JUSCELINO KUBITSCHEK;CRUZEIRO;PRIVADA;NENHUM;0
