ocorrencia_classificacao;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;investigacao_status;divulgacao_relatorio_publicado;total_aeronaves_envolvidas;ocorrencia_saida_pista;aeronave_matricula;aeronave_tipo_equipamento;aeronave_fabricante;aeronave_modelo;aeronave_motor_tipo;anv_motor_qtd;anv_motor_descricao_qtd;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;07/03/2016;14:57:00;SIM;FINALIZADA;NÃO;1;NÃO;LVFNK;AVIÃO;AIRBUS;A330-223;JATO;2;BIMOTOR;0;2000;NÃO IDENTIFICADO;MIAMI INTERNATIONAL AIRPORT;AEROPUERTO INTERNACIONAL MINISTRO PISTARINI;CRUZEIRO;REGULAR;NENHUM;0
INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;02/03/2016;14:00:00;SIM;FINALIZADA;NÃO;2;NÃO;PPAYB;AVIÃO;CESSNA AIRCRAFT;152;PISTÃO;1;MONOMOTOR;2;1978;BRASIL;JOÃO MONTEIRO;JOÃO MONTEIRO;CIRCUITO DE TRÁFEGO;INSTRUÇÃO;NENHUM;0
ACIDENTE;ÁGUA CLARA;MS;BRASIL;FAER;04/03/2016;10:30:00;SIM;FINALIZADA;SIM;1;NÃO;PTWSB;AVIÃO;LEARJET;31A;JATO;2;BIMOTOR;10;1997;BRASIL;PRESIDENTE JUSCELINO KUBITSCHEK;SANTOS DUMONT;CIRCUITO DE TRÁFEGO;PRIVADA;NENHUM;0
ACIDENTE;AMERICANA;SP;BRASIL;SDAI;03/03/2016;20:20:00;SIM;FINALIZADA;SIM;1;SIM;PRHAC;AVIÃO;CESSNA AIRCRAFT;210L;PISTÃO;1;MONOMOTOR;6;1975;BRASIL;CARLOS PRATES;CARLOS PRATES;CORRIDA APÓS POUSO;POLICIAL;NENHUM;0
INCIDENTE;MARINGÁ;PR;BRASIL;SBMG;08/03/2016;09:35:00;SIM;FINALIZADA;NÃO;1;NÃO;PTOFC;AVIÃO;BEECH AIRCRAFT;C90;TURBOÉLICE;2;BIMOTOR;8;1971;BRASIL;BOM FUTURO;SANTA GENOVEVA/GOIÂNIA;CRUZEIRO;PRIVADA;NENHUM;0
INCIDENTE;ITATIBA;SP;BRASIL;FAER;22/02/2016;11:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PTRTO;AVIÃO;EMBRAER;EMB-810D;PISTÃO;2;BIMOTOR;6;1983;BRASIL;PROFESSOR ERIBERTO MANOEL REINO;CAMPO DE MARTE - SP;ESTACIONAMENTO;PRIVADA;LEVE;0
INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;03/03/2016;03:14:00;SIM;FINALIZADA;NÃO;1;NÃO;PPHCP;AVIÃO;CIA AERONAUTICA PAULISTA;CAP-4;PISTÃO;1;MONOMOTOR;2;1947;BRASIL;SÍLVIO NAME JÚNIOR;SÍLVIO NAME JÚNIOR;TÁXI;INSTRUÇÃO;SUBSTANCIAL;0
INCIDENTE;SÃO PAULO;SP;BRASIL;SBSP;01/03/2016;14:15:00;SIM;FINALIZADA;NÃO;1;SIM;PRAQZ;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;TURBOÉLICE;2;BIMOTOR;75;2015;BRASIL;VITÓRIA DA CONQUISTA;TANCREDO NEVES;SUBIDA;REGULAR;NENHUM;0
ACIDENTE;MANOEL URBANO;AC;BRASIL;SIMB;10/02/2016;19:30:00;SIM;FINALIZADA;SIM;1;NÃO;PPGBM;AVIÃO;AERO BOERO;AB-180;PISTÃO;1;MONOMOTOR;2;1991;BRASIL;BEBEDOURO;BEBEDOURO;DESCIDA;PRIVADA;LEVE;0
INCIDENTE;FOZ DO IGUAÇU;PR;BRASIL;SBFI;28/02/2016;22:48:00;SIM;FINALIZADA;NÃO;1;NÃO;PPHSW;AVIÃO;AERO BOERO;AB-180;PISTÃO;1;MONOMOTOR;3;1986;BRASIL;BEBEDOURO;BEBEDOURO;SUBIDA;PRIVADA;NENHUM;0
INCIDENTE;CURITIBA;PR;BRASIL;SBBI;13/02/2016;15:40:00;SIM;FINALIZADA;NÃO;1;NÃO;PPZDK;PLANADOR;DESCONHECIDO;SZD 51 1;SEM TRAÇÃO;0;SEM TRAÇÃO;1;1989;BRASIL;BEBEDOURO;BEBEDOURO;SUBIDA;PRIVADA;NENHUM;0
INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;22/01/2016;12:29:00;SIM;FINALIZADA;NÃO;1;NÃO;PRATV;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;TURBOÉLICE;2;BIMOTOR;75;2012;BRASIL;TANCREDO NEVES;MÁRIO DE ALMEIDA FRANCO;DESCIDA;REGULAR;NENHUM;0
INCIDENTE;CURITIBA;PR;BRASIL;SBBI;16/02/2016;18:10:00;SIM;FINALIZADA;NÃO;1;NÃO;PRGZP;HELICÓPTERO;ROBINSON HELICOPTER;R66;TURBOEIXO;1;MONOMOTOR;5;2011;BRASIL;VIDE BULA;FORA DE AERODROMO;POUSO;PRIVADA;SUBSTANCIAL;0
INCIDENTE;SALGUEIRO;PE;BRASIL;SNSG;25/02/2016;12:25:00;SIM;FINALIZADA;NÃO;1;NÃO;FGSPS;AVIÃO;BOEING;777-228ER;JATO;2;BIMOTOR;312;2001;NÃO IDENTIFICADO;GOVERNADOR ANDRÉ FRANCO MONTORO;CHARLES DE GAULLE;SUBIDA;REGULAR;NENHUM;0
ACIDENTE;JAGUAPITÃ;PR;BRASIL;FAER;26/02/2016;14:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PUJDR;ULTRALEVE;FOX V5;FOX V5 TANDEM;DESCONHECIDO;DESCONHECIDO;***;0;2016;BRASIL;SEVERINO LOPES;SEVERINO LOPES;CRUZEIRO;PRIVADA;LEVE;0
ACIDENTE;PARATY;RJ;BRASIL;SDTK;03/01/2016;16:30:00;SIM;FINALIZADA;SIM;1;NÃO;PRPMT;HELICÓPTERO;AGUSTA;A109E;TURBOEIXO;2;BIMOTOR;8;2000;BRASIL;PARQUE PAULISTA;NÃO IDENTIFICADO;APROXIMAÇÃO FINAL;PRIVADA;SUBSTANCIAL;0
INCIDENTE GRAVE;LAGOA DA CONFUSÃO;TO;BRASIL;FAER;19/02/2016;10:30:00;SIM;FINALIZADA;SIM;1;SIM;PUOGS;ULTRALEVE;OGLACIR ALVES SPENCE;AA-2120;PISTÃO;1;MONOMOTOR;2;2010;BRASIL;MOJI MIRIM;POUSADA DAS ÁGUIAS;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL;0
ACIDENTE;ÁLVARES MACHADO;SP;BRASIL;SDEM;20/02/2016;13:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PUOLC;ULTRALEVE;LOUIS CRAIG WOODSON HARTMAN;PARADISE P1;PISTÃO;1;MONOMOTOR;2;2012;BRASIL;FLY CLUB;FLY CLUB;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
ACIDENTE;LAGOA DA CONFUSÃO;TO;BRASIL;FAER;05/02/2016;10:30:00;SIM;FINALIZADA;SIM;1;NÃO;PRRMY;AVIÃO;CESSNA AIRCRAFT;152;PISTÃO;1;MONOMOTOR;2;1977;BRASIL;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS PRATES;TÁXI;INSTRUÇÃO;NENHUM;0
INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;23/02/2016;09:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PTICR;AVIÃO;TWIN COMMANDER;500-S;PISTÃO;2;BIMOTOR;7;1971;BRASIL;SALGADO FILHO;LAURO KURTZ;ESTACIONAMENTO;TÁXI AÉREO;LEVE;0
ACIDENTE;NOVA UBIRATÃ;MT;BRASIL;SWPA;18/02/2016;20:00:00;SIM;FINALIZADA;SIM;1;NÃO;PRLRJ;AVIÃO;LEARJET;31A;JATO;2;BIMOTOR;10;1998;BRASIL;SANTA GENOVEVA/GOIÂNIA;BRIGADEIRO LYSIAS RODRIGUES;DECOLAGEM;TÁXI AÉREO;LEVE;0
INCIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;21/02/2016;15:40:00;SIM;FINALIZADA;NÃO;1;NÃO;PRNOU;AVIÃO;PIPER AIRCRAFT;PA-28R-201T;PISTÃO;1;MONOMOTOR;4;1978;BRASIL;ANÁPOLIS;FAZENDA MINAS GERAIS;CRUZEIRO;PRIVADA;LEVE;0
ACIDENTE;LAGES;SC;BRASIL;FAER;13/12/2015;14:00:00;SIM;FINALIZADA;SIM;1;NÃO;PTVOX;AVIÃO;NEIVA;EMB-810D;PISTÃO;2;BIMOTOR;6;1991;BRASIL;SANTA MARIA;CAMPOS BELOS;POUSO;PRIVADA;LEVE;0
INCIDENTE;SÃO PAULO;SP;BRASIL;FAER;08/02/2016;13:20:00;SIM;FINALIZADA;NÃO;1;NÃO;PTRVT;AVIÃO;EMBRAER;EMB-820C CARAJA;TURBOÉLICE;2;BIMOTOR;10;1985;BRASIL;MARECHAL RONDON;PRIMAVERA DO LESTE;PARTIDA DO MOTOR;PRIVADA;LEVE;0
ACIDENTE;PIRAQUARA;PR;BRASIL;FAER;01/02/2016;19:20:00;SIM;FINALIZADA;NÃO;1;NÃO;PTJNS;AVIÃO;CESSNA AIRCRAFT;182P;PISTÃO;1;MONOMOTOR;4;1974;BRASIL;GOVERNADOR LUCAS NOGUEIRA GARCEZ (SBLN*);GUARATINGUETÁ;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
ACIDENTE;SÃO PEDRO DO SUL;RS;BRASIL;FAER;28/01/2016;21:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PUWCW;ULTRALEVE;AEROBRAVO;BRAVO700;PISTÃO;1;MONOMOTOR;2;2012;BRASIL;AEROCLUBE DE JOÃO PESSOA;TABULEIRO;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL;0
ACIDENTE;CRUZ ALTA;RS;BRASIL;FAER;17/02/2016;13:30:00;SIM;FINALIZADA;SIM;1;NÃO;PREBB;AVIÃO;CESSNA AIRCRAFT;172S;PISTÃO;1;MONOMOTOR;NULL;NULL;BRASIL;CARLOS PRATES;BARTOLOMEU DE GUSMÃO;POUSO;PRIVADA;LEVE;0
ACIDENTE;SANTA ISABEL;SP;BRASIL;FAER;16/02/2016;16:17:00;SIM;FINALIZADA;SIM;1;NÃO;PRWSA;AVIÃO;CESSNA AIRCRAFT;172P;PISTÃO;1;MONOMOTOR;4;1981;BRASIL;BARREIRINHAS;CAVU - CLUBE DE AVIAÇÃO ULTRALEVE;POUSO;PRIVADA;SUBSTANCIAL;0
ACIDENTE;SÃO LUÍS;MA;BRASIL;FAER;09/02/2016;20:10:00;SIM;FINALIZADA;NÃO;1;NÃO;PTEZO;AVIÃO;EMBRAER;EMB-810C;PISTÃO;2;BIMOTOR;7;1979;BRASIL;BORBA;FLORES;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
ACIDENTE;TOROPI;RS;BRASIL;FAER;06/02/2016;10:00:00;SIM;FINALIZADA;SIM;1;SIM;CCBAF;AVIÃO;AIRBUS;A320-233;JATO;2;BIMOTOR;170;2010;NÃO IDENTIFICADO;JORGE CHÁVEZ INTERNATIONAL AIRPORT;SANTOS DUMONT;CRUZEIRO;REGULAR;NENHUM;0
INCIDENTE;RIO DE JANEIRO;RJ;BRASIL;FAER;26/01/2016;17:08:00;SIM;FINALIZADA;NÃO;1;NÃO;PRNLH;AVIÃO;CESSNA AIRCRAFT;182N;PISTÃO;1;MONOMOTOR;4;1970;BRASIL;CARLOS PRATES;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;POUSO;POLICIAL;LEVE;0
INCIDENTE;RECIFE;PE;BRASIL;SBRF;16/02/2016;23:05:00;SIM;FINALIZADA;NÃO;1;NÃO;PTMXH;AVIÃO;AIRBUS;A321-231;JATO;2;BIMOTOR;232;2011;BRASIL;PINTO MARTINS;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
INCIDENTE;GOIÂNIA;GO;BRASIL;SBNV;24/01/2016;11:50:00;SIM;FINALIZADA;NÃO;1;NÃO;PPGLS;AVIÃO;AERO BOERO;AB-115;PISTÃO;1;MONOMOTOR;3;1992;BRASIL;PROFESSOR ERIBERTO MANOEL REINO;PROFESSOR ERIBERTO MANOEL REINO;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE;0
INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;13/02/2016;18:10:00;SIM;FINALIZADA;NÃO;1;NÃO;PTLRP;AVIÃO;BEECH AIRCRAFT;58;PISTÃO;2;BIMOTOR;6;1978;BRASIL;XAVANTINA;OLHOS D'ÁGUA;POUSO;PRIVADA;LEVE;0
INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;14/02/2016;17:30:00;SIM;FINALIZADA;NÃO;1;NÃO;PRTLZ;AVIÃO;HONDA  AIRCRAFT COMPANY;HA-420;JATO;2;BIMOTOR;7;2017;BRASIL;AFONSO PENA;CATARATAS;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL;0
INCIDENTE;CASCAVEL;PR;BRASIL;SBCA;12/02/2016;18:06:00;SIM;FINALIZADA;NÃO;1;NÃO;PUBTO;ULTRALEVE;DESCONHECIDO;CONQUEST;PISTÃO;1;MONOMOTOR;2;2003;BRASIL;ATIBAIA;ATIBAIA;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
INCIDENTE;PRIMAVERA DO LESTE;MT;BRASIL;FAER;10/02/2016;11:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PTEDF;AVIÃO;EMBRAER;EMB-820C NAVAJO;PISTÃO;2;BIMOTOR;10;1978;BRASIL;SANTA MARIA DA VITÓRIA;HORÁCIO DE MATTOS;APROXIMAÇÃO FINAL;TÁXI AÉREO;LEVE;0
ACIDENTE;CHAPADA GAÚCHA;MG;BRASIL;FAER;02/02/2016;09:25:00;SIM;FINALIZADA;SIM;1;NÃO;PTEKC;AVIÃO;NEIVA;EMB-720C;PISTÃO;1;MONOMOTOR;6;1977;BRASIL;SÃO JOSÉ;MUNDICO COELHO;CRUZEIRO;PRIVADA;NENHUM;0
ACIDENTE;PARANATINGA;MT;BRASIL;FAER;08/02/2016;19:30:00;SIM;FINALIZADA;SIM;1;NÃO;PTSHU;AVIÃO;EMBRAER;EMB-110P1;TURBOÉLICE;2;BIMOTOR;21;1987;BRASIL;APUÍ;EDUARDO GOMES;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE;0
INCIDENTE GRAVE;LONDRINA;PR;BRASIL;SBLO;24/01/2016;15:40:00;SIM;FINALIZADA;SIM;1;SIM;PROCH;AVIÃO;AIRBUS;A320-214;JATO;2;BIMOTOR;172;2015;BRASIL;GOVERNADOR ANDRÉ FRANCO MONTORO;PINTO MARTINS;SUBIDA;REGULAR;LEVE;0
INCIDENTE;ITANHAÉM;SP;BRASIL;SDIM;10/02/2016;13:00:00;SIM;FINALIZADA;SIM;1;NÃO;PTODV;AVIÃO;CHINCUL SACAIFI;PA-28R-201T;PISTÃO;1;MONOMOTOR;4;1990;BRASIL;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS PRATES;CIRCUITO DE TRÁFEGO;PRIVADA;NENHUM;0
INCIDENTE GRAVE;CURITIBA;PR;BRASIL;SBBI;23/01/2016;17:51:00;SIM;FINALIZADA;SIM;1;SIM;PRCOB;AVIÃO;CESSNA AIRCRAFT;210L;PISTÃO;1;MONOMOTOR;6;1974;BRASIL;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS PRATES;CORRIDA APÓS POUSO;POLICIAL;LEVE;0
ACIDENTE;NOVA UBIRATÃ;MT;BRASIL;FAER;23/01/2016;20:15:00;SIM;FINALIZADA;SIM;1;NÃO;PRRMY;AVIÃO;CESSNA AIRCRAFT;152;PISTÃO;1;MONOMOTOR;2;1977;BRASIL;CARLOS PRATES;CARLOS PRATES;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE;0
INCIDENTE;LONDRINA;PR;BRASIL;SBLO;21/01/2016;12:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PRRFB;AVIÃO;RAYTHEON AIRCRAFT;C90A;TURBOÉLICE;2;BIMOTOR;8;1999;BRASIL;HERCÍLIO LUZ;SERAFIN ENOSS BERTASO;DESCIDA;PRIVADA;DESTRUÍDA;1
INCIDENTE;GUARATUBA;PR;BRASIL;SSGB;08/02/2016;16:00:00;SIM;FINALIZADA;NÃO;2;NÃO;PRCOR;AVIÃO;CIRRUS;SR22;PISTÃO;1;MONOMOTOR;4;2007;BRASIL;DIX-SEPT ROSADO;CRATEÚS;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
INCIDENTE;CUIABÁ;MT;BRASIL;SBCY;11/02/2016;11:05:00;SIM;FINALIZADA;NÃO;1;NÃO;PPEOY;HELICÓPTERO;HELIBRAS;AS 350 B2;TURBOEIXO;1;MONOMOTOR;6;1999;BRASIL;CAPITÃO PM PAULO JOSÉ DE MENEZES FILHO;CAPITÃO PM PAULO JOSÉ DE MENEZES FILHO;CRUZEIRO;POLICIAL;NENHUM;0
ACIDENTE;MESÓPOLIS;SP;BRASIL;FAER;05/02/2016;14:30:00;SIM;FINALIZADA;SIM;1;SIM;PTLJS;AVIÃO;MITSUBISHI AIRCRAFT;MU-2B-60;TURBOÉLICE;2;BIMOTOR;11;1985;BRASIL;ESTÂNCIA MACHADO;ESTADUAL DARIO GUARITA;POUSO;PRIVADA;SUBSTANCIAL;0
ACIDENTE;SETE BARRAS;SP;BRASIL;FAER;01/02/2016;14:30:00;SIM;FINALIZADA;SIM;1;NÃO;PTLJN;AVIÃO;BEECH AIRCRAFT;A100;TURBOÉLICE;2;BIMOTOR;11;1972;BRASIL;SANTA GENOVEVA/GOIÂNIA;CERES;POUSO;PRIVADA;SUBSTANCIAL;0
INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;28/01/2016;19:40:00;SIM;FINALIZADA;NÃO;1;NÃO;PRAJB;AVIÃO;AIRBUS INDUSTRIE;A320-214;JATO;2;BIMOTOR;184;NULL;BRASIL;VIRACOPOS;DEPUTADO LUÍS EDUARDO MAGALHÃES;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
INCIDENTE;RIBEIRÃO PRETO;SP;BRASIL;SBPP;21/01/2016;19:01:00;SIM;FINALIZADA;NÃO;1;NÃO;PRGVJ;AVIÃO;TEXTRON AVIATION;C90GTI;TURBOÉLICE;2;BIMOTOR;7;2017;BRASIL;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CONFRESA;MANOBRA;PRIVADA;SUBSTANCIAL;0
INCIDENTE;PORTO ALEGRE;RS;BRASIL;SBPA;07/01/2016;20:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PPZZE;AVIÃO;IBRAEX COMÉRCIO E IMPORT AERONAVES LTDA;RV-10;PISTÃO;1;MONOMOTOR;4;0;BRASIL;LAVRAS;CAMPO DE MARTE - SP;CORRIDA APÓS POUSO;EXPERIMENTAL;LEVE;0
INCIDENTE GRAVE;CAMPO GRANDE;MS;BRASIL;SBCG;25/01/2016;14:23:00;SIM;FINALIZADA;SIM;1;NÃO;PRKEA;AVIÃO;GULFSTREAM;G-IV;JATO;2;BIMOTOR;11;1989;BRASIL;DEPUTADO LUÍS EDUARDO MAGALHÃES;CONGONHAS;CRUZEIRO;TÁXI AÉREO;LEVE;0
INCIDENTE;IBIPORÃ;PR;BRASIL;SSOK;26/01/2016;13:58:00;SIM;FINALIZADA;NÃO;1;NÃO;PRSDG;AVIÃO;BOEING;737-33A;JATO;2;BIMOTOR;153;1991;BRASIL;AFONSO PENA;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;NÃO REGULAR;NENHUM;0
INCIDENTE;CAMPINAS;SP;BRASIL;SBKP;31/01/2016;14:20:00;SIM;FINALIZADA;NÃO;1;NÃO;PRACR;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PISTÃO;2;BIMOTOR;6;2001;BRASIL;PRESIDENTE CASTRO PINTO;FORA DE AERODROMO;POUSO;TÁXI AÉREO;SUBSTANCIAL;0
INCIDENTE GRAVE;MARECHAL THAUMATURGO;AC;BRASIL;SSPV;26/01/2016;13:55:00;SIM;FINALIZADA;SIM;1;NÃO;PTOCB;AVIÃO;BEECH AIRCRAFT;F33A;PISTÃO;1;MONOMOTOR;5;1990;BRASIL;CARLOS PRATES;SERRA DO CIPÓ;CRUZEIRO;PRIVADA;DESTRUÍDA;1
ACIDENTE;JOÃO PESSOA;PB;BRASIL;SNJO;29/01/2016;19:45:00;SIM;FINALIZADA;SIM;1;NÃO;PTRON;AVIÃO;NEIVA;EMB-711ST;PISTÃO;1;MONOMOTOR;4;1982;BRASIL;PAULO AFONSO;DEPUTADO LUÍS EDUARDO MAGALHÃES;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
ACIDENTE;FLORIANÓPOLIS;SC;BRASIL;FAER;01/02/2016;07:19:00;SIM;FINALIZADA;SIM;1;NÃO;PTGOU;AVIÃO;NEIVA;EMB-201;PISTÃO;1;MONOMOTOR;1;1976;BRASIL;CACHOEIRA DO SUL;CACHOEIRA DO SUL;CIRCUITO DE TRÁFEGO;INSTRUÇÃO;DESTRUÍDA;1
ACIDENTE;BARRA BONITA;SP;BRASIL;FAER;19/01/2016;12:00:00;SIM;FINALIZADA;SIM;1;NÃO;PRAQA;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;TURBOÉLICE;2;BIMOTOR;75;2012;BRASIL;PROFESSOR ERIBERTO MANOEL REINO;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
ACIDENTE;JUNDIAÍ;SP;BRASIL;SBJD;21/01/2016;12:58:00;SIM;FINALIZADA;SIM;1;SIM;PRVCV;AVIÃO;PIPER AIRCRAFT;PA-34-200T;PISTÃO;2;BIMOTOR;6;0;BRASIL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;NENHUM;0
INCIDENTE;SÃO PAULO;SP;BRASIL;SBMT;23/01/2016;14:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PRDDB;AVIÃO;DIAMOND;DA20-C1;PISTÃO;1;MONOMOTOR;2;2009;BRASIL;CAMPO DE MARTE - SP;OURO FINO;TÁXI;INSTRUÇÃO;NENHUM;0
ACIDENTE;ITOBI;SP;BRASIL;FAER;21/01/2016;14:15:00;SIM;FINALIZADA;SIM;1;NÃO;PTWRL;AVIÃO;EMBRAER;EMB-810C;PISTÃO;2;BIMOTOR;7;1977;BRASIL;AERÓDROMO NACIONAL DE AVIAÇÃO;ABA;POUSO;PRIVADA;LEVE;0
INCIDENTE GRAVE;QUERÊNCIA DO NORTE;PR;BRASIL;FAER;18/01/2016;21:25:00;SIM;FINALIZADA;SIM;1;NÃO;PREAJ;AVIÃO;CESSNA AIRCRAFT;152;PISTÃO;1;MONOMOTOR;2;1980;BRASIL;Comandante Rolim Adolfo Amaro;Comandante Rolim Adolfo Amaro;SUBIDA;INSTRUÇÃO;NENHUM;0
ACIDENTE;LONDRINA;PR;BRASIL;SSOK;20/01/2016;19:10:00;SIM;FINALIZADA;SIM;1;NÃO;PTWGV;AVIÃO;CESSNA AIRCRAFT;150M;PISTÃO;1;MONOMOTOR;2;1977;BRASIL;ESTADUAL GASTÃO MADEIRA;PROFESSOR URBANO ERNESTO STUMPF;CRUZEIRO;INSTRUÇÃO;SUBSTANCIAL;0
INCIDENTE GRAVE;BELO HORIZONTE;MG;BRASIL;SBBH;08/01/2016;17:15:00;SIM;FINALIZADA;NÃO;1;NÃO;PRTIO;AVIÃO;BEECH AIRCRAFT;58;PISTÃO;2;BIMOTOR;6;1975;BRASIL;JATAÍ;SANTA GENOVEVA/GOIÂNIA;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE;0
INCIDENTE GRAVE;VILA VELHA;ES;BRASIL;SIVU;05/01/2016;19:10:00;SIM;FINALIZADA;NÃO;1;NÃO;PRCLB;AVIÃO;CESSNA AIRCRAFT;525;JATO;2;BIMOTOR;7;1997;BRASIL;PARACATU;FAZENDA PROGRESSO;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
INCIDENTE;BRASÍLIA;DF;BRASIL;SBBR;19/01/2016;01:35:00;SIM;FINALIZADA;NÃO;1;NÃO;PPERB;AVIÃO;CESSNA AIRCRAFT;T210L;PISTÃO;1;MONOMOTOR;6;NULL;BRASIL;FAZENDA TROPICAL;VILHENA;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
INCIDENTE GRAVE;CAMPO FLORIDO;MG;BRASIL;APUA;05/01/2016;12:30:00;SIM;FINALIZADA;SIM;1;SIM;PRBGM;HELICÓPTERO;SIKORSKY;S-92A;TURBOEIXO;2;BIMOTOR;21;2011;BRASIL;CABO FRIO;CABO FRIO;DECOLAGEM;TÁXI AÉREO;NENHUM;0
ACIDENTE;SOCORRO;SP;BRASIL;FAER;04/01/2016;22:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PTCOC;AVIÃO;CESSNA AIRCRAFT;172G;PISTÃO;1;MONOMOTOR;4;1966;BRASIL;PROFESSOR ERIBERTO MANOEL REINO;PROFESSOR ERIBERTO MANOEL REINO;CIRCUITO DE TRÁFEGO;PRIVADA;LEVE;0
INCIDENTE;AVARÉ;SP;BRASIL;SBDN;02/01/2016;16:00:00;SIM;FINALIZADA;NÃO;1;NÃO;PTVPH;AVIÃO;NEIVA;EMB-810D;PISTÃO;2;BIMOTOR;6;1992;BRASIL;AERÓDROMO NACIONAL DE AVIAÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
INCIDENTE;SALVADOR;BA;BRASIL;SBSV;04/01/2016;15:25:00;SIM;FINALIZADA;NÃO;1;NÃO;PTJJM;AVIÃO;PIPER AIRCRAFT;PA-28-140;PISTÃO;1;MONOMOTOR;2;1973;BRASIL;AEROCLUBE DE ELDORADO DO SUL;AEROCLUBE DE ELDORADO DO SUL;CORRIDA APÓS POUSO;INSTRUÇÃO;SUBSTANCIAL;0
ACIDENTE;VARJÃO DE MINAS;MG;BRASIL;FAER;23/01/2016;11:30:00;SIM;FINALIZADA;SIM;1;SIM;PRRMA;AVIÃO;RAYTHEON AIRCRAFT;C90A;TURBOÉLICE;2;BIMOTOR;8;2003;BRASIL;SÍLVIO NAME JÚNIOR;SÍLVIO NAME JÚNIOR;POUSO;PRIVADA;LEVE;0
ACIDENTE;MARINGÁ;PR;BRASIL;SBMG;16/01/2016;16:04:00;SIM;FINALIZADA;SIM;1;NÃO;PTRTZ;AVIÃO;EMBRAER;EMB-810D;PISTÃO;2;BIMOTOR;6;1983;BRASIL;POUSADA AMAZÔNIA FISHING LODGE;FORA DE AERODROMO;DECOLAGEM;PRIVADA;LEVE;0
INCIDENTE GRAVE;CAMETÁ;PA;BRASIL;FAER;15/01/2016;19:00:00;SIM;FINALIZADA;SIM;1;NÃO;PRAQI;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;TURBOÉLICE;2;BIMOTOR;75;2013;BRASIL;ESTADUAL DARIO GUARITA;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;NENHUM;0
